,location_origin,location_dest,Month,DayofMonth,DepDelay,Cancelled,WeatherDelay
42528,Boston MA,Chicago IL,1,24,159,1,0
42529,Boston MA,Chicago IL,8,22,228,0,0
42530,Boston MA,Chicago IL,9,3,-31,1,0
42531,Boston MA,Chicago IL,3,4,128,2,0
42532,Boston MA,Chicago IL,10,12,-63,0,0
42533,Boston MA,Chicago IL,6,24,188,2,21
42534,Boston MA,Chicago IL,7,11,75,0,0
42535,Boston MA,Chicago IL,3,2,105,0,0
42536,Boston MA,Chicago IL,6,1,-81,1,0
42537,Boston MA,Chicago IL,4,8,-75,2,0
42538,Boston MA,Chicago IL,10,14,6,0,0
42539,Boston MA,Chicago IL,11,15,-30,0,0
42540,Boston MA,Chicago IL,2,5,30,3,0
42541,Boston MA,Chicago IL,5,3,117,1,0
42542,Boston MA,Chicago IL,10,25,-103,0,0
42543,Boston MA,Chicago IL,12,29,91,0,0
42544,Boston MA,Chicago IL,9,4,819,0,0
42545,Boston MA,Chicago IL,1,9,-72,0,0
42546,Boston MA,Chicago IL,8,24,21,0,0
42547,Boston MA,Chicago IL,4,19,48,0,0
42548,Boston MA,Chicago IL,4,13,3,0,0
42549,Boston MA,Chicago IL,11,11,82,0,0
42550,Boston MA,Chicago IL,5,22,41,0,0
42551,Boston MA,Chicago IL,6,30,164,2,0
42552,Boston MA,Chicago IL,6,15,479,1,0
42553,Boston MA,Chicago IL,6,8,1395,3,0
42554,Boston MA,Chicago IL,12,3,-9,1,0
42555,Boston MA,Chicago IL,4,23,357,0,0
42556,Boston MA,Chicago IL,5,11,265,3,0
42557,Boston MA,Chicago IL,10,11,-101,0,0
42558,Boston MA,Chicago IL,9,12,684,0,0
42559,Boston MA,Chicago IL,5,18,-37,0,0
42560,Boston MA,Chicago IL,1,19,42,0,0
42561,Boston MA,Chicago IL,2,6,263,8,0
42562,Boston MA,Chicago IL,9,10,-88,0,0
42563,Boston MA,Chicago IL,10,9,-87,0,0
42564,Boston MA,Chicago IL,3,19,226,0,35
42565,Boston MA,Chicago IL,1,14,690,11,377
42566,Boston MA,Chicago IL,12,7,-61,1,0
42567,Boston MA,Chicago IL,3,3,295,2,0
42568,Boston MA,Chicago IL,10,19,124,0,0
42569,Boston MA,Chicago IL,9,18,428,2,0
42570,Boston MA,Chicago IL,12,31,71,6,31
42571,Boston MA,Chicago IL,7,24,1316,2,45
42572,Boston MA,Chicago IL,4,27,6,1,0
42573,Boston MA,Chicago IL,1,2,367,1,0
42574,Boston MA,Chicago IL,8,29,13,0,0
42575,Boston MA,Chicago IL,3,29,-33,1,0
42576,Boston MA,Chicago IL,7,13,716,0,0
42577,Boston MA,Chicago IL,7,4,40,0,0
42578,Boston MA,Chicago IL,8,16,191,0,0
42579,Boston MA,Chicago IL,1,11,314,0,12
42580,Boston MA,Chicago IL,12,10,-16,1,0
42581,Boston MA,Chicago IL,4,26,418,2,0
42582,Boston MA,Chicago IL,7,16,145,0,0
42583,Boston MA,Chicago IL,8,17,63,0,0
42584,Boston MA,New York NY,5,7,-113,0,0
42585,Boston MA,New York NY,4,4,2093,14,6
42586,Boston MA,New York NY,4,20,481,3,0
42587,Boston MA,New York NY,11,26,-62,0,0
42588,Boston MA,New York NY,5,20,374,1,0
42589,Boston MA,New York NY,2,13,1384,20,97
42590,Boston MA,New York NY,5,5,-114,0,0
42591,Boston MA,New York NY,8,21,103,1,0
42592,Boston MA,New York NY,3,6,-64,0,0
42593,Boston MA,New York NY,2,19,286,1,0
42594,Boston MA,New York NY,11,25,770,4,111
42595,Boston MA,New York NY,10,10,110,0,0
42596,Boston MA,New York NY,11,18,-131,1,0
42597,Boston MA,New York NY,1,8,-66,0,0
42598,Boston MA,New York NY,5,28,277,2,0
42599,Boston MA,New York NY,8,9,294,0,0
42600,Boston MA,New York NY,4,17,-4,1,0
42601,Boston MA,New York NY,12,28,161,0,0
42602,Boston MA,New York NY,6,4,1096,7,55
42603,Boston MA,New York NY,2,20,-153,0,0
42604,Boston MA,New York NY,11,10,-69,2,38
42605,Boston MA,New York NY,12,22,2348,12,312
42606,Boston MA,New York NY,2,18,1580,3,0
42607,Boston MA,New York NY,8,7,2348,8,0
42608,Boston MA,New York NY,2,9,-27,0,0
42609,Boston MA,New York NY,8,6,1150,9,149
42610,Boston MA,New York NY,7,1,300,2,0
42611,Boston MA,New York NY,10,5,424,0,0
42612,Boston MA,New York NY,5,31,665,2,0
42613,Boston MA,New York NY,12,20,2848,12,767
42614,Boston MA,New York NY,7,9,1162,6,18
42615,Boston MA,New York NY,8,19,-96,1,0
42616,Boston MA,New York NY,11,19,-74,0,0
42617,Boston MA,New York NY,4,24,-86,1,0
42618,Boston MA,New York NY,6,30,755,5,0
42619,Boston MA,New York NY,2,22,1032,33,113
42620,Boston MA,New York NY,12,14,70,1,0
42621,Boston MA,New York NY,8,13,355,0,0
42622,Boston MA,New York NY,8,30,255,1,123
42623,Boston MA,New York NY,3,27,446,8,33
42624,Boston MA,New York NY,6,26,448,1,78
42625,Boston MA,New York NY,1,25,-97,0,0
42626,Boston MA,New York NY,10,20,-186,0,0
42627,Boston MA,New York NY,12,13,-146,0,0
42628,Boston MA,New York NY,4,15,-57,1,0
42629,Boston MA,New York NY,11,7,740,5,176
42630,Boston MA,New York NY,8,11,3947,24,157
42631,Boston MA,New York NY,9,14,639,4,93
42632,Boston MA,New York NY,6,20,-88,1,0
42633,Boston MA,New York NY,9,28,761,1,0
42634,Boston MA,New York NY,10,17,-49,1,0
42635,Boston MA,New York NY,4,7,721,4,0
42636,Boston MA,New York NY,3,29,-20,0,42
42637,Boston MA,New York NY,10,1,171,0,25
42638,Boston MA,New York NY,6,13,112,0,0
42639,Boston MA,New York NY,4,27,318,0,10
42640,Boston MA,New York NY,10,7,-10,1,0
42641,Boston MA,New York NY,8,14,1393,12,205
42642,Boston MA,New York NY,2,29,-46,2,0
42643,Boston MA,New York NY,1,18,494,1,0
42644,Boston MA,New York NY,3,14,429,0,43
42645,Boston MA,New York NY,5,13,-115,0,0
42646,Boston MA,New York NY,1,1,423,0,94
42647,Boston MA,New York NY,4,30,-20,0,90
42648,Boston MA,New York NY,9,5,257,2,15
42649,Boston MA,New York NY,7,21,905,7,40
42650,Boston MA,New York NY,11,22,171,0,0
42651,Boston MA,New York NY,8,2,1558,13,214
42652,Boston MA,New York NY,11,30,1485,6,0
42653,Boston MA,New York NY,10,13,-48,2,0
42654,Boston MA,New York NY,10,15,-161,0,0
42655,Boston MA,New York NY,10,19,201,1,0
42656,Boston MA,New York NY,10,24,75,0,0
42657,Boston MA,New York NY,2,16,-22,0,49
42658,Boston MA,New York NY,8,16,517,2,19
42659,Boston MA,New York NY,5,18,113,0,191
42660,Boston MA,New York NY,3,5,528,4,0
42661,Boston MA,New York NY,9,8,-3,1,0
42662,Boston MA,New York NY,7,11,308,0,0
42663,Boston MA,New York NY,1,20,-142,0,26
42664,Boston MA,New York NY,6,22,2036,9,120
42665,Boston MA,New York NY,7,30,400,3,0
42666,Boston MA,New York NY,8,29,510,0,0
42667,Boston MA,New York NY,12,29,52,0,0
42668,Boston MA,New York NY,11,23,-158,1,0
42669,Boston MA,New York NY,5,29,-41,0,17
42670,Boston MA,New York NY,10,12,37,0,0
42671,Boston MA,New York NY,6,14,1037,6,0
42672,Boston MA,New York NY,6,29,623,6,130
42673,Boston MA,New York NY,11,6,1197,9,145
42674,Boston MA,New York NY,5,19,254,0,0
42675,Boston MA,New York NY,9,21,45,0,0
42676,Boston MA,New York NY,3,19,1717,13,5
42677,Boston MA,New York NY,5,1,7,0,0
42678,Boston MA,New York NY,9,16,-210,1,0
42679,Boston MA,New York NY,11,13,978,2,104
42680,Boston MA,New York NY,9,24,-35,1,19
42681,Boston MA,New York NY,11,4,-192,3,0
42682,Boston MA,New York NY,3,31,720,8,0
42683,Boston MA,New York NY,2,8,1280,2,2
42684,Boston MA,New York NY,11,9,-157,2,28
42685,Boston MA,New York NY,9,26,1718,17,458
42686,Boston MA,New York NY,3,8,1518,13,11
42687,Boston MA,New York NY,3,17,151,3,0
42688,Boston MA,New York NY,12,25,307,1,0
42689,Boston MA,New York NY,5,3,-18,0,0
42690,Boston MA,New York NY,12,6,-51,0,0
42691,Boston MA,New York NY,9,27,885,3,36
42692,Boston MA,New York NY,5,16,619,1,101
42693,Boston MA,New York NY,6,8,1228,4,160
42694,Boston MA,New York NY,5,14,60,1,0
42695,Boston MA,New York NY,4,14,113,1,106
42696,Boston MA,New York NY,10,26,67,2,0
42697,Boston MA,New York NY,4,8,16,0,0
42698,Boston MA,New York NY,1,9,-16,1,0
42699,Boston MA,New York NY,3,28,1220,3,0
42700,Boston MA,New York NY,5,30,-178,0,0
42701,Boston MA,New York NY,9,12,789,2,21
42702,Boston MA,New York NY,6,25,-94,0,0
42703,Boston MA,New York NY,1,23,111,1,0
42704,Boston MA,New York NY,4,25,-44,3,0
42705,Boston MA,New York NY,3,11,-44,1,0
42706,Boston MA,New York NY,7,17,1147,3,0
42707,Boston MA,New York NY,10,27,-54,2,0
42708,Boston MA,New York NY,10,18,-45,0,0
42709,Boston MA,New York NY,3,26,15,0,0
42710,Boston MA,New York NY,8,4,390,2,0
42711,Boston MA,New York NY,7,22,891,6,101
42712,Boston MA,New York NY,5,27,1993,14,583
42713,Boston MA,New York NY,4,11,702,5,0
42714,Boston MA,New York NY,7,5,-85,3,0
42715,Boston MA,New York NY,1,3,263,2,120
42716,Boston MA,New York NY,2,12,896,9,56
42717,Boston MA,New York NY,10,29,-243,1,0
42718,Boston MA,New York NY,8,8,2265,13,5
42719,Boston MA,New York NY,1,27,721,1,47
42720,Boston MA,New York NY,4,5,489,0,0
42721,Boston MA,New York NY,2,26,719,3,0
42722,Boston MA,New York NY,3,7,1214,6,101
42723,Boston MA,New York NY,5,10,-85,0,17
42724,Boston MA,New York NY,3,13,111,1,0
42725,Boston MA,New York NY,9,23,-184,1,0
42726,Boston MA,New York NY,12,31,489,9,140
42727,Boston MA,New York NY,5,22,492,0,45
42728,Boston MA,New York NY,11,21,73,0,0
42729,Boston MA,New York NY,7,8,840,7,0
42730,Boston MA,New York NY,10,9,-110,1,0
42731,Boston MA,New York NY,7,20,1258,11,266
42732,Boston MA,New York NY,5,15,96,1,0
42733,Boston MA,New York NY,11,29,19,1,0
42734,Boston MA,New York NY,8,20,54,1,0
42735,Boston MA,New York NY,1,6,441,2,0
42736,Boston MA,New York NY,12,15,528,3,0
42737,Boston MA,New York NY,10,22,177,2,0
42738,Boston MA,New York NY,7,19,777,1,0
42739,Boston MA,New York NY,7,31,837,2,0
42740,Boston MA,New York NY,2,25,-20,1,0
42741,Boston MA,New York NY,12,19,815,30,511
42742,Boston MA,New York NY,12,3,-141,1,0
42743,Boston MA,New York NY,9,29,113,2,0
42744,Boston MA,New York NY,9,2,191,1,0
42745,Boston MA,New York NY,11,28,-49,0,0
42746,Boston MA,New York NY,4,10,522,0,332
42747,Boston MA,New York NY,10,28,582,11,83
42748,Boston MA,New York NY,12,11,800,10,40
42749,Boston MA,New York NY,10,30,65,0,0
42750,Boston MA,New York NY,4,9,114,3,0
42751,Boston MA,New York NY,2,28,217,4,31
42752,Boston MA,New York NY,7,2,1247,8,274
42753,Boston MA,New York NY,7,28,1105,4,0
42754,Boston MA,New York NY,12,30,213,0,45
42755,Boston MA,New York NY,1,7,-122,3,0
42756,Boston MA,New York NY,12,4,-54,0,0
42757,Boston MA,New York NY,4,3,183,2,0
42758,Boston MA,New York NY,10,31,-53,0,0
42759,Boston MA,New York NY,11,16,36,1,55
42760,Boston MA,New York NY,7,12,471,0,0
42761,Boston MA,New York NY,5,26,220,0,0
42762,Boston MA,New York NY,12,2,83,0,0
42763,Boston MA,New York NY,6,17,202,2,0
42764,Boston MA,New York NY,10,11,-88,0,0
42765,Boston MA,New York NY,11,11,255,0,0
42766,Boston MA,New York NY,9,13,-57,0,0
42767,Boston MA,New York NY,6,16,1551,13,22
42768,Boston MA,New York NY,5,4,891,1,101
42769,Boston MA,New York NY,8,17,190,0,0
42770,Boston MA,New York NY,5,2,753,2,25
42771,Boston MA,New York NY,9,19,418,4,0
42772,Boston MA,New York NY,8,15,1331,18,0
42773,Boston MA,New York NY,3,21,644,1,44
42774,Boston MA,New York NY,5,21,-8,1,0
42775,Boston MA,New York NY,12,24,911,2,0
42776,Boston MA,New York NY,6,19,229,4,0
42777,Boston MA,New York NY,12,5,-239,0,0
42778,Boston MA,New York NY,3,4,430,7,0
42779,Boston MA,New York NY,8,5,360,1,0
42780,Boston MA,New York NY,8,3,882,3,162
42781,Boston MA,New York NY,4,22,115,2,0
42782,Boston MA,New York NY,2,4,479,3,45
42783,Boston MA,New York NY,3,30,-43,0,0
42784,Boston MA,New York NY,4,6,1289,2,0
42785,Boston MA,New York NY,2,21,90,2,0
42786,Boston MA,New York NY,3,15,448,1,0
42787,Boston MA,New York NY,1,13,35,2,0
42788,Boston MA,New York NY,12,8,59,3,0
42789,Boston MA,New York NY,4,28,925,16,41
42790,Boston MA,New York NY,3,2,-29,0,0
42791,Boston MA,New York NY,8,24,449,0,0
42792,Boston MA,New York NY,12,9,117,0,22
42793,Boston MA,New York NY,12,18,11,0,0
42794,Boston MA,New York NY,4,12,544,4,20
42795,Boston MA,New York NY,7,14,474,3,0
42796,Boston MA,New York NY,5,25,-84,0,0
42797,Boston MA,New York NY,5,24,-85,0,0
42798,Boston MA,New York NY,1,10,-39,0,0
42799,Boston MA,New York NY,5,23,398,2,45
42800,Boston MA,New York NY,12,23,1141,3,0
42801,Boston MA,New York NY,11,3,-184,0,0
42802,Boston MA,New York NY,10,8,-106,2,0
42803,Boston MA,New York NY,2,17,-22,0,0
42804,Boston MA,New York NY,10,23,16,1,0
42805,Boston MA,New York NY,10,14,-122,1,0
42806,Boston MA,New York NY,10,3,-4,2,0
42807,Boston MA,New York NY,9,18,228,1,0
42808,Boston MA,New York NY,8,10,1194,14,66
42809,Boston MA,New York NY,4,29,924,6,91
42810,Boston MA,New York NY,8,26,504,2,0
42811,Boston MA,New York NY,4,2,-107,0,0
42812,Boston MA,New York NY,2,7,518,2,40
42813,Boston MA,New York NY,1,26,-61,0,0
42814,Boston MA,New York NY,1,12,-117,1,0
42815,Boston MA,New York NY,8,28,361,1,0
42816,Boston MA,New York NY,3,20,1019,10,10
42817,Boston MA,New York NY,6,28,301,3,0
42818,Boston MA,New York NY,9,6,775,6,0
42819,Boston MA,New York NY,5,8,310,2,140
42820,Boston MA,New York NY,12,7,480,1,73
42821,Boston MA,New York NY,5,17,-66,0,0
42822,Boston MA,New York NY,12,1,1070,2,40
42823,Boston MA,New York NY,3,23,58,0,0
42824,Boston MA,New York NY,6,23,1759,17,154
42825,Boston MA,New York NY,8,25,98,0,0
42826,Boston MA,New York NY,1,31,-152,0,0
42827,Boston MA,New York NY,7,23,2154,22,41
42828,Boston MA,New York NY,7,10,162,2,0
42829,Boston MA,New York NY,5,12,715,7,0
42830,Boston MA,New York NY,9,20,-64,1,0
42831,Boston MA,New York NY,11,12,27,0,0
42832,Boston MA,New York NY,4,1,733,6,0
42833,Boston MA,New York NY,2,3,-148,0,0
42834,Boston MA,New York NY,2,15,306,2,0
42835,Boston MA,New York NY,11,20,35,3,10
42836,Boston MA,New York NY,2,24,265,1,0
42837,Boston MA,New York NY,6,11,147,3,0
42838,Boston MA,New York NY,6,9,358,2,0
42839,Boston MA,New York NY,1,5,71,4,0
42840,Boston MA,New York NY,5,6,-49,2,0
42841,Boston MA,New York NY,4,19,4,1,0
42842,Boston MA,New York NY,7,6,715,2,0
42843,Boston MA,New York NY,12,27,574,2,40
42844,Boston MA,New York NY,10,25,1388,8,0
42845,Boston MA,New York NY,1,16,-62,2,0
42846,Boston MA,New York NY,6,7,30,1,0
42847,Boston MA,New York NY,1,30,135,7,0
42848,Boston MA,New York NY,12,16,156,1,0
42849,Boston MA,New York NY,4,18,26,0,0
42850,Boston MA,New York NY,7,27,3884,20,588
42851,Boston MA,New York NY,12,12,392,7,100
42852,Boston MA,New York NY,2,5,575,4,15
42853,Boston MA,New York NY,1,4,-57,0,0
42854,Boston MA,New York NY,7,3,277,4,0
42855,Boston MA,New York NY,3,24,129,2,0
42856,Boston MA,New York NY,9,3,-112,0,0
42857,Boston MA,New York NY,8,18,494,3,0
42858,Boston MA,New York NY,11,14,1738,9,381
42859,Boston MA,New York NY,12,10,481,5,20
42860,Boston MA,New York NY,9,4,292,0,0
42861,Boston MA,New York NY,7,16,375,1,0
42862,Boston MA,New York NY,12,26,145,2,0
42863,Boston MA,New York NY,6,10,132,6,26
42864,Boston MA,New York NY,11,24,30,0,17
42865,Boston MA,New York NY,6,5,1500,7,173
42866,Boston MA,New York NY,8,1,930,3,0
42867,Boston MA,New York NY,7,26,430,0,0
42868,Boston MA,New York NY,4,13,-46,0,0
42869,Boston MA,New York NY,7,13,602,6,0
42870,Boston MA,New York NY,1,21,197,0,38
42871,Boston MA,New York NY,1,29,-103,0,0
42872,Boston MA,New York NY,9,17,-259,1,0
42873,Boston MA,New York NY,7,25,441,0,0
42874,Boston MA,New York NY,9,25,258,3,15
42875,Boston MA,New York NY,3,18,6,2,0
42876,Boston MA,New York NY,8,22,378,0,0
42877,Boston MA,New York NY,2,10,739,2,128
42878,Boston MA,New York NY,3,25,-148,0,0
42879,Boston MA,New York NY,7,7,445,9,0
42880,Boston MA,New York NY,2,23,415,3,0
42881,Boston MA,New York NY,1,19,-52,1,0
42882,Boston MA,New York NY,8,31,370,0,0
42883,Boston MA,New York NY,3,12,343,2,0
42884,Boston MA,New York NY,11,17,-141,0,0
42885,Boston MA,New York NY,9,22,186,2,0
42886,Boston MA,New York NY,10,21,-120,3,0
42887,Boston MA,New York NY,9,10,68,0,0
42888,Boston MA,New York NY,10,4,289,0,0
42889,Boston MA,New York NY,1,24,-95,1,0
42890,Boston MA,New York NY,9,11,43,0,0
42891,Boston MA,New York NY,9,7,-21,1,0
42892,Boston MA,New York NY,2,11,335,4,0
42893,Boston MA,New York NY,6,3,-75,0,23
42894,Boston MA,New York NY,1,11,2042,17,234
42895,Boston MA,New York NY,2,1,1405,11,0
42896,Boston MA,New York NY,7,29,586,0,0
42897,Boston MA,New York NY,1,14,535,31,234
42898,Boston MA,New York NY,7,18,659,3,0
42899,Boston MA,New York NY,6,12,92,0,0
42900,Boston MA,New York NY,1,15,50,0,0
42901,Boston MA,New York NY,2,6,244,4,0
42902,Boston MA,New York NY,9,15,105,2,0
42903,Boston MA,New York NY,2,14,449,1,0
42904,Boston MA,New York NY,3,9,734,3,0
42905,Boston MA,New York NY,2,27,54,3,0
42906,Boston MA,New York NY,5,9,781,6,0
42907,Boston MA,New York NY,7,15,537,1,0
42908,Boston MA,New York NY,4,21,390,2,34
42909,Boston MA,New York NY,7,24,2276,13,227
42910,Boston MA,New York NY,3,22,12,0,0
42911,Boston MA,New York NY,6,24,1132,7,73
42912,Boston MA,New York NY,11,8,790,2,0
42913,Boston MA,New York NY,6,6,1015,8,23
42914,Boston MA,New York NY,6,15,905,4,0
42915,Boston MA,New York NY,11,27,-92,0,0
42916,Boston MA,New York NY,3,16,403,0,0
42917,Boston MA,New York NY,9,9,1655,13,150
42918,Boston MA,New York NY,11,15,1272,4,29
42919,Boston MA,New York NY,6,2,-21,2,0
42920,Boston MA,New York NY,1,2,500,1,207
42921,Boston MA,New York NY,9,1,140,0,15
42922,Boston MA,New York NY,2,2,-90,1,31
42923,Boston MA,New York NY,1,22,566,3,53
42924,Boston MA,New York NY,6,1,304,0,0
42925,Boston MA,New York NY,4,16,180,0,0
42926,Boston MA,New York NY,3,10,-55,1,0
42927,Boston MA,New York NY,6,18,1379,4,729
42928,Boston MA,New York NY,11,5,208,5,0
42929,Boston MA,New York NY,12,21,1092,31,191
42930,Boston MA,New York NY,1,28,-77,0,19
42931,Boston MA,New York NY,7,4,-194,1,0
42932,Boston MA,New York NY,4,23,-127,1,10
42933,Boston MA,New York NY,5,11,8,0,0
42934,Boston MA,New York NY,11,1,-118,0,0
42935,Boston MA,New York NY,6,27,895,7,115
42936,Boston MA,New York NY,1,17,91,1,0
42937,Boston MA,New York NY,8,27,140,1,0
42938,Boston MA,New York NY,3,1,540,2,0
42939,Boston MA,New York NY,10,16,350,3,0
42940,Boston MA,New York NY,6,21,41,0,0
42941,Boston MA,New York NY,12,17,802,5,0
42942,Boston MA,New York NY,9,30,-108,0,0
42943,Boston MA,New York NY,4,26,-94,0,0
42944,Boston MA,New York NY,11,2,17,1,0
42945,Boston MA,New York NY,8,23,163,1,0
42946,Boston MA,New York NY,3,3,114,3,0
42947,Boston MA,New York NY,8,12,899,3,0
42948,Boston MA,New York NY,10,6,-49,2,0
42949,Boston MA,New York NY,10,2,-163,0,0
42950,Boston MA,Philadelphia PA,8,20,-86,0,0
42951,Boston MA,Philadelphia PA,10,4,-39,0,0
42952,Boston MA,Philadelphia PA,12,14,524,3,0
42953,Boston MA,Philadelphia PA,6,27,383,3,0
42954,Boston MA,Philadelphia PA,8,30,-9,0,0
42955,Boston MA,Philadelphia PA,1,3,140,1,0
42956,Boston MA,Philadelphia PA,10,27,-120,0,0
42957,Boston MA,Philadelphia PA,3,25,-39,1,0
42958,Boston MA,Philadelphia PA,11,20,-76,3,0
42959,Boston MA,Philadelphia PA,7,16,-83,1,0
42960,Boston MA,Philadelphia PA,12,21,282,7,0
42961,Boston MA,Philadelphia PA,5,13,-74,2,0
42962,Boston MA,Philadelphia PA,2,25,25,0,59
42963,Boston MA,Philadelphia PA,10,14,-108,0,0
42964,Boston MA,Philadelphia PA,2,9,-13,0,0
42965,Boston MA,Philadelphia PA,10,28,1237,4,67
42966,Boston MA,Philadelphia PA,6,14,120,0,0
42967,Boston MA,Philadelphia PA,11,5,9,0,95
42968,Boston MA,Philadelphia PA,8,23,-14,0,0
42969,Boston MA,Philadelphia PA,2,29,290,2,0
42970,Boston MA,Philadelphia PA,2,16,11,0,0
42971,Boston MA,Philadelphia PA,5,7,-24,2,0
42972,Boston MA,Philadelphia PA,7,5,-35,0,0
42973,Boston MA,Philadelphia PA,6,13,-67,2,0
42974,Boston MA,Philadelphia PA,11,12,-114,1,0
42975,Boston MA,Philadelphia PA,12,18,-38,0,0
42976,Boston MA,Philadelphia PA,1,30,226,1,50
42977,Boston MA,Philadelphia PA,6,4,921,3,531
42978,Boston MA,Philadelphia PA,5,12,1057,6,18
42979,Boston MA,Philadelphia PA,5,4,220,0,75
42980,Boston MA,Philadelphia PA,2,13,312,8,25
42981,Boston MA,Philadelphia PA,1,18,25,0,0
42982,Boston MA,Philadelphia PA,8,26,-42,0,0
42983,Boston MA,Philadelphia PA,9,19,423,0,0
42984,Boston MA,Philadelphia PA,7,22,-63,5,0
42985,Boston MA,Philadelphia PA,8,22,-111,0,0
42986,Boston MA,Philadelphia PA,6,15,165,1,0
42987,Boston MA,Philadelphia PA,12,1,159,2,26
42988,Boston MA,Philadelphia PA,6,25,149,1,0
42989,Boston MA,Philadelphia PA,2,8,129,1,85
42990,Boston MA,Philadelphia PA,12,30,-54,1,0
42991,Boston MA,Philadelphia PA,8,29,5,1,0
42992,Boston MA,Philadelphia PA,11,6,948,6,0
42993,Boston MA,Philadelphia PA,11,21,289,3,20
42994,Boston MA,Philadelphia PA,4,12,-16,0,0
42995,Boston MA,Philadelphia PA,4,9,34,1,5
42996,Boston MA,Philadelphia PA,9,10,-96,1,0
42997,Boston MA,Philadelphia PA,5,27,224,2,106
42998,Boston MA,Philadelphia PA,12,8,-104,0,0
42999,Boston MA,Philadelphia PA,2,14,80,0,0
43000,Boston MA,Philadelphia PA,2,10,-11,0,0
43001,Boston MA,Philadelphia PA,10,5,171,0,107
43002,Boston MA,Philadelphia PA,10,10,-101,0,0
43003,Boston MA,Philadelphia PA,9,4,28,1,0
43004,Boston MA,Philadelphia PA,3,19,624,8,63
43005,Boston MA,Philadelphia PA,6,21,8,0,30
43006,Boston MA,Philadelphia PA,2,12,422,3,74
43007,Boston MA,Philadelphia PA,7,30,-31,0,0
43008,Boston MA,Philadelphia PA,6,22,-43,1,0
43009,Boston MA,Philadelphia PA,5,24,-26,0,0
43010,Boston MA,Philadelphia PA,1,29,-83,0,0
43011,Boston MA,Philadelphia PA,11,27,-40,0,0
43012,Boston MA,Philadelphia PA,4,21,328,0,0
43013,Boston MA,Philadelphia PA,2,1,620,6,0
43014,Boston MA,Philadelphia PA,9,23,7,0,0
43015,Boston MA,Philadelphia PA,2,22,454,9,165
43016,Boston MA,Philadelphia PA,5,31,0,0,0
43017,Boston MA,Philadelphia PA,11,24,-84,2,0
43018,Boston MA,Philadelphia PA,3,17,51,0,0
43019,Boston MA,Philadelphia PA,3,6,-15,0,0
43020,Boston MA,Philadelphia PA,4,23,4,1,0
43021,Boston MA,Philadelphia PA,4,4,754,3,370
43022,Boston MA,Philadelphia PA,9,21,-39,0,0
43023,Boston MA,Philadelphia PA,5,16,867,5,173
43024,Boston MA,Philadelphia PA,4,22,-49,1,0
43025,Boston MA,Philadelphia PA,6,11,28,1,0
43026,Boston MA,Philadelphia PA,10,8,141,0,0
43027,Boston MA,Philadelphia PA,10,16,123,1,0
43028,Boston MA,Philadelphia PA,11,3,-116,0,0
43029,Boston MA,Philadelphia PA,3,7,231,0,40
43030,Boston MA,Philadelphia PA,7,2,423,2,233
43031,Boston MA,Philadelphia PA,8,6,199,1,35
43032,Boston MA,Philadelphia PA,3,12,115,0,0
43033,Boston MA,Philadelphia PA,12,4,-126,1,0
43034,Boston MA,Philadelphia PA,10,12,92,0,0
43035,Boston MA,Philadelphia PA,2,3,-7,0,0
43036,Boston MA,Philadelphia PA,5,5,-11,1,0
43037,Boston MA,Philadelphia PA,1,6,108,0,0
43038,Boston MA,Philadelphia PA,7,21,235,1,44
43039,Boston MA,Philadelphia PA,6,12,-13,0,0
43040,Boston MA,Philadelphia PA,12,2,-120,0,0
43041,Boston MA,Philadelphia PA,12,9,-163,0,0
43042,Boston MA,Philadelphia PA,3,3,53,2,0
43043,Boston MA,Philadelphia PA,1,8,112,1,0
43044,Boston MA,Philadelphia PA,9,30,56,2,0
43045,Boston MA,Philadelphia PA,9,28,342,0,0
43046,Boston MA,Philadelphia PA,4,17,-60,0,0
43047,Boston MA,Philadelphia PA,10,23,-7,0,0
43048,Boston MA,Philadelphia PA,2,11,32,2,0
43049,Boston MA,Philadelphia PA,7,28,415,3,0
43050,Boston MA,Philadelphia PA,4,20,138,0,0
43051,Boston MA,Philadelphia PA,7,25,622,1,106
43052,Boston MA,Philadelphia PA,6,9,9,0,0
43053,Boston MA,Philadelphia PA,7,29,64,2,0
43054,Boston MA,Philadelphia PA,7,26,4,0,0
43055,Boston MA,Philadelphia PA,11,2,-58,0,0
43056,Boston MA,Philadelphia PA,6,6,820,1,0
43057,Boston MA,Philadelphia PA,5,9,609,5,70
43058,Boston MA,Philadelphia PA,11,16,158,1,45
43059,Boston MA,Philadelphia PA,1,24,43,0,0
43060,Boston MA,Philadelphia PA,12,16,364,1,0
43061,Boston MA,Philadelphia PA,12,24,-8,0,0
43062,Boston MA,Philadelphia PA,4,19,-8,0,0
43063,Boston MA,Philadelphia PA,1,23,96,3,0
43064,Boston MA,Philadelphia PA,12,11,1058,6,65
43065,Boston MA,Philadelphia PA,1,15,373,0,0
43066,Boston MA,Philadelphia PA,4,2,55,1,0
43067,Boston MA,Philadelphia PA,1,26,-26,0,0
43068,Boston MA,Philadelphia PA,9,15,-88,0,0
43069,Boston MA,Philadelphia PA,2,2,-12,0,0
43070,Boston MA,Philadelphia PA,5,11,-50,0,0
43071,Boston MA,Philadelphia PA,6,23,422,2,56
43072,Boston MA,Philadelphia PA,7,12,177,0,0
43073,Boston MA,Philadelphia PA,2,24,-60,0,0
