"","location_dest","location_origin","total","long_origin","lat_origin","long_dest","lat_dest"
"2845","Madison WI","Chicago IL",4878,-87.60791167,41.85884389,-89.18553833,43.10491444
"2846","Madison WI","Portland OR",1,-122.6709289,45.52527778,-89.18553833,43.10491444
"2847","Manchester NH","Arlington VA",306,-77.03772222,38.85208333,-71.43705583,42.93451639
"2848","Manchester NH","Ft. Lauderdale FL",245,-80.15275,26.07258333,-71.43705583,42.93451639
"2849","Manchester NH","Tampa FL",741,-82.53325,27.97547222,-71.43705583,42.93451639
"2850","Manchester NH","Charlotte NC",705,-80.94312583,35.21401111,-71.43705583,42.93451639
"2851","Manchester NH","Atlanta GA",695,-84.42694444,33.64044444,-71.43705583,42.93451639
"2852","Manchester NH","Newark NJ",1331,-74.16866056,40.69249722,-71.43705583,42.93451639
"2853","Manchester NH","Covington KY",776,-84.6621725,39.04614278,-71.43705583,42.93451639
"2854","Manchester NH","Baltimore MD",3633,-76.66819833,39.17540167,-71.43705583,42.93451639
"2855","Manchester NH","Cleveland OH",1235,-81.68333333,41.5175,-71.43705583,42.93451639
"2856","Manchester NH","Chantilly VA",585,-77.45580972,38.94453194,-71.43705583,42.93451639
"2857","Manchester NH","Orlando FL",1606,-81.43708333,28.28980556,-71.43705583,42.93451639
"2858","Manchester NH","Philadelphia PA",2357,-75.24114083,39.87195278,-71.43705583,42.93451639
"2859","Manchester NH","Phoenix AZ",365,-112.0825614,33.68831667,-71.43705583,42.93451639
"2860","Manchester NH","Las Vegas NV",365,-115.1327708,35.97636444,-71.43705583,42.93451639
"2861","Manchester NH","Detroit MI",844,-83.00986111,42.40919444,-71.43705583,42.93451639
"2862","Manchester NH","Chicago IL",2793,-87.60791167,41.85884389,-71.43705583,42.93451639
"2863","McAllen TX","Atlanta GA",9,-84.42694444,33.64044444,-98.23861111,26.17583333
"2864","McAllen TX","Dallas-Fort Worth TX",1439,-97.0372,32.89595056,-98.23861111,26.17583333
"2865","McAllen TX","Houston TX",2665,-95.55277778,30.06186111,-98.23861111,26.17583333
"2866","Medford OR","San Luis Obispo CA",1,-120.6423931,35.23705806,-122.8734978,42.37422778
"2867","Medford OR","Denver CO",365,-104.8492942,39.57012833,-122.8734978,42.37422778
"2868","Medford OR","Phoenix AZ",303,-112.0825614,33.68831667,-122.8734978,42.37422778
"2869","Medford OR","Eugene OR",1,-123.2186856,44.12326,-122.8734978,42.37422778
"2870","Medford OR","San Francisco CA",2570,-122.3748433,37.61900194,-122.8734978,42.37422778
"2871","Medford OR","Salt Lake City UT",726,-111.9777731,40.78838778,-122.8734978,42.37422778
"2872","Medford OR","Klamath Falls OR",1,-121.7332081,42.15614361,-122.8734978,42.37422778
"2873","Medford OR","Los Angeles CA",1,-118.4080744,33.94253611,-122.8734978,42.37422778
"2874","Medford OR","Las Vegas NV",139,-115.1327708,35.97636444,-122.8734978,42.37422778
"2875","Medford OR","Portland OR",1543,-122.6709289,45.52527778,-122.8734978,42.37422778
"2876","Melbourne FL","New York NY",2,-73.97208306,40.74260167,-80.64580556,28.10275
"2877","Melbourne FL","Atlanta GA",2000,-84.42694444,33.64044444,-80.64580556,28.10275
"2878","Memphis TN","Indianapolis IN",1066,-86.29438056,39.83070944,-90.05397694,35.20069278
"2879","Memphis TN","Boston MA",200,-71.00517917,42.3643475,-90.05397694,35.20069278
"2880","Memphis TN","Little Rock AR",887,-92.22424556,34.72939611,-90.05397694,35.20069278
"2881","Memphis TN","Kansas City MO",1005,-94.71390556,39.29760528,-90.05397694,35.20069278
"2882","Memphis TN","Charleston SC",714,-80.04050583,32.89864639,-90.05397694,35.20069278
"2883","Memphis TN","Madison WI",359,-89.18553833,43.10491444,-90.05397694,35.20069278
"2884","Memphis TN","Tallahassee FL",1094,-84.35033333,30.39652778,-90.05397694,35.20069278
"2885","Memphis TN","New York NY",1605,-73.97208306,40.74260167,-90.05397694,35.20069278
"2886","Memphis TN","Savannah GA",764,-81.20213889,32.12758333,-90.05397694,35.20069278
"2887","Memphis TN","Des Moines IA",751,-93.66068222,41.53493306,-90.05397694,35.20069278
"2888","Memphis TN","Jacksonville FL",871,-81.80594722,30.27778889,-90.05397694,35.20069278
"2889","Memphis TN","Fort Smith AR",478,-94.36744111,35.33659028,-90.05397694,35.20069278
"2890","Memphis TN","St Louis MO",1048,-90.50830417,38.72752,-90.05397694,35.20069278
"2891","Memphis TN","Pensacola FL",1097,-87.18744444,30.47330556,-90.05397694,35.20069278
"2892","Memphis TN","Bristol TN",44,-82.40742056,36.47521417,-90.05397694,35.20069278
"2893","Memphis TN","Colorado Springs CO",117,-104.5698933,38.94574889,-90.05397694,35.20069278
"2894","Memphis TN","Arlington VA",1043,-77.03772222,38.85208333,-90.05397694,35.20069278
"2895","Memphis TN","Springfield MO",1079,-93.38685806,37.24432611,-90.05397694,35.20069278
"2896","Memphis TN","Los Angeles CA",729,-118.4080744,33.94253611,-90.05397694,35.20069278
"2897","Memphis TN","Ft. Lauderdale FL",480,-80.15275,26.07258333,-90.05397694,35.20069278
"2898","Memphis TN","Montgomery AL",1091,-86.39397611,32.30064417,-90.05397694,35.20069278
"2899","Memphis TN","Wichita KS",1092,-97.22113889,37.74755556,-90.05397694,35.20069278
"2900","Memphis TN","Denver CO",1730,-104.8492942,39.57012833,-90.05397694,35.20069278
"2901","Memphis TN","Pittsburgh PA",1005,-79.93016889,40.35440139,-90.05397694,35.20069278
"2902","Memphis TN","Norfolk VA",240,-76.32066389,36.66561833,-90.05397694,35.20069278
"2903","Memphis TN","Milwaukee WI",734,-87.89658333,42.94722222,-90.05397694,35.20069278
"2904","Memphis TN","Covington KY",1226,-84.6621725,39.04614278,-90.05397694,35.20069278
"2905","Memphis TN","Mobile AL",1094,-88.06799861,30.62646944,-90.05397694,35.20069278
"2906","Memphis TN","Windsor Locks CT",48,-72.68322833,41.93887417,-90.05397694,35.20069278
"2907","Memphis TN","Jackson MS",1075,-90.22253167,32.3347725,-90.05397694,35.20069278
"2908","Memphis TN","Shreveport LA",1094,-93.7450225,32.54021889,-90.05397694,35.20069278
"2909","Memphis TN","Cleveland OH",1211,-81.68333333,41.5175,-90.05397694,35.20069278
"2910","Memphis TN","Atlanta GA",4866,-84.42694444,33.64044444,-90.05397694,35.20069278
"2911","Memphis TN","Richmond VA",292,-77.52498667,37.4065375,-90.05397694,35.20069278
"2912","Memphis TN","Moline IL",669,-90.50753917,41.44852639,-90.05397694,35.20069278
"2913","Memphis TN","Austin TX",834,-97.66987194,30.19453278,-90.05397694,35.20069278
"2914","Memphis TN","Chattanooga TN",630,-85.20378778,35.03526833,-90.05397694,35.20069278
"2915","Memphis TN","Panama City FL",1095,-85.68280556,30.21208333,-90.05397694,35.20069278
"2916","Memphis TN","Evansville IN",904,-87.53062667,38.03799139,-90.05397694,35.20069278
"2917","Memphis TN","Greer SC",1089,-82.21885833,34.89566722,-90.05397694,35.20069278
"2918","Memphis TN","Ft. Myers FL",58,-81.86325,26.58661111,-90.05397694,35.20069278
"2919","Memphis TN","Tulsa OK",1094,-95.984635,36.0396275,-90.05397694,35.20069278
"2920","Memphis TN","Gulfport-Biloxi MS",1088,-89.07009278,30.40728028,-90.05397694,35.20069278
"2921","Memphis TN","Chicago IL",3782,-87.60791167,41.85884389,-90.05397694,35.20069278
"2922","Memphis TN","Dallas-Fort Worth TX",2501,-97.0372,32.89595056,-90.05397694,35.20069278
"2923","Memphis TN","Birmingham AL",886,-86.75354972,33.56294306,-90.05397694,35.20069278
"2924","Memphis TN","Huntsville AL",1079,-86.77310944,34.6404475,-90.05397694,35.20069278
"2925","Memphis TN","Seattle WA",350,-122.3019561,47.52998917,-90.05397694,35.20069278
"2926","Memphis TN","San Antonio TX",788,-98.46977778,29.53369444,-90.05397694,35.20069278
"2927","Memphis TN","Oklahoma City OK",883,-97.82354556,35.4880825,-90.05397694,35.20069278
"2928","Memphis TN","Fayetteville/Springdale/Rogers AR",1044,-94.30681111,36.28186944,-90.05397694,35.20069278
"2929","Memphis TN","Grand Rapids MI",362,-85.52276778,42.88081972,-90.05397694,35.20069278
"2930","Memphis TN","San Francisco CA",208,-122.3748433,37.61900194,-90.05397694,35.20069278
"2931","Memphis TN","Las Vegas NV",373,-115.1327708,35.97636444,-90.05397694,35.20069278
"2932","Memphis TN","Baltimore MD",827,-76.66819833,39.17540167,-90.05397694,35.20069278
"2933","Memphis TN","San Diego CA",109,-117.1395664,32.81573306,-90.05397694,35.20069278
"2934","Memphis TN","Nashville TN",1020,-86.67818222,36.12447667,-90.05397694,35.20069278
"2935","Memphis TN","Tampa FL",860,-82.53325,27.97547222,-90.05397694,35.20069278
"2936","Memphis TN","New Orleans LA",1003,-90.08166667,29.95194444,-90.05397694,35.20069278
"2937","Memphis TN","San Juan PR",26,-66.09883333,18.45675,-90.05397694,35.20069278
"2938","Memphis TN","Newark NJ",1192,-74.16866056,40.69249722,-90.05397694,35.20069278
"2939","Memphis TN","Philadelphia PA",1032,-75.24114083,39.87195278,-90.05397694,35.20069278
"2940","Memphis TN","Columbia SC",706,-81.11953944,33.93884,-90.05397694,35.20069278
"2941","Memphis TN","Houston TX",3046,-95.55277778,30.06186111,-90.05397694,35.20069278
"2942","Memphis TN","Raleigh NC",1062,-78.78747222,35.87763889,-90.05397694,35.20069278
"2943","Memphis TN","Charlotte NC",2578,-80.94312583,35.21401111,-90.05397694,35.20069278
"2944","Memphis TN","Greensboro NC",1043,-79.9372975,36.09774694,-90.05397694,35.20069278
"2945","Memphis TN","Columbus OH",1057,-82.89188278,39.99798528,-90.05397694,35.20069278
"2946","Memphis TN","Omaha NE",763,-96.11227778,41.196,-90.05397694,35.20069278
"2947","Memphis TN","Phoenix AZ",816,-112.0825614,33.68831667,-90.05397694,35.20069278
"2948","Memphis TN","Knoxville TN",1460,-83.87365389,35.96383361,-90.05397694,35.20069278
"2949","Memphis TN","Miami FL",785,-80.29055556,25.79325,-90.05397694,35.20069278
"2950","Memphis TN","Baton Rouge LA",999,-91.14963444,30.53316083,-90.05397694,35.20069278
"2951","Memphis TN","Detroit MI",2562,-83.00986111,42.40919444,-90.05397694,35.20069278
"2952","Memphis TN","Valparaiso FL",1045,-86.5254,30.48325,-90.05397694,35.20069278
"2953","Memphis TN","Orlando FL",1434,-81.43708333,28.28980556,-90.05397694,35.20069278
"2954","Memphis TN","Lexington KY",252,-84.60538889,38.03697222,-90.05397694,35.20069278
"2955","Memphis TN","Minneapolis MN",2551,-93.21138889,45.145,-90.05397694,35.20069278
"2956","Memphis TN","Louisville KY",787,-85.66372222,38.228,-90.05397694,35.20069278
"2957","Meridian MS","Atlanta GA",674,-84.42694444,33.64044444,-88.75120556,32.33313333
"2958","Miami FL","New York NY",6323,-73.97208306,40.74260167,-80.29055556,25.79325
"2959","Miami FL","Norfolk VA",152,-76.32066389,36.66561833,-80.29055556,25.79325
"2960","Miami FL","Boston MA",2196,-71.00517917,42.3643475,-80.29055556,25.79325
"2961","Miami FL","Tampa FL",1829,-82.53325,27.97547222,-80.29055556,25.79325
"2962","Miami FL","Greensboro NC",520,-79.9372975,36.09774694,-80.29055556,25.79325
"2963","Miami FL","Kansas City MO",65,-94.71390556,39.29760528,-80.29055556,25.79325
"2964","Miami FL","Tallahassee FL",831,-84.35033333,30.39652778,-80.29055556,25.79325
"2965","Miami FL","Indianapolis IN",213,-86.29438056,39.83070944,-80.29055556,25.79325
"2966","Miami FL","Ft. Lauderdale FL",1,-80.15275,26.07258333,-80.29055556,25.79325
"2967","Miami FL","Covington KY",1045,-84.6621725,39.04614278,-80.29055556,25.79325
"2968","Miami FL","Seattle WA",366,-122.3019561,47.52998917,-80.29055556,25.79325
"2969","Miami FL","Raleigh NC",1098,-78.78747222,35.87763889,-80.29055556,25.79325
"2970","Miami FL","Detroit MI",1227,-83.00986111,42.40919444,-80.29055556,25.79325
"2971","Miami FL","San Juan PR",2560,-66.09883333,18.45675,-80.29055556,25.79325
"2972","Miami FL","Fayetteville/Springdale/Rogers AR",154,-94.30681111,36.28186944,-80.29055556,25.79325
"2973","Miami FL","San Francisco CA",1098,-122.3748433,37.61900194,-80.29055556,25.79325
"2974","Miami FL","St Louis MO",731,-90.50830417,38.72752,-80.29055556,25.79325
"2975","Miami FL","Windsor Locks CT",366,-72.68322833,41.93887417,-80.29055556,25.79325
"2976","Miami FL","Denver CO",810,-104.8492942,39.57012833,-80.29055556,25.79325
"2977","Miami FL","Jacksonville FL",218,-81.80594722,30.27778889,-80.29055556,25.79325
"2978","Miami FL","Christiansted VI",349,-64.79855556,17.70188889,-80.29055556,25.79325
"2979","Miami FL","Newark NJ",2873,-74.16866056,40.69249722,-80.29055556,25.79325
"2980","Miami FL","Orlando FL",2195,-81.43708333,28.28980556,-80.29055556,25.79325
"2981","Miami FL","Cleveland OH",399,-81.68333333,41.5175,-80.29055556,25.79325
"2982","Miami FL","Arlington VA",2987,-77.03772222,38.85208333,-80.29055556,25.79325
"2983","Miami FL","Los Angeles CA",2495,-118.4080744,33.94253611,-80.29055556,25.79325
"2984","Miami FL","Charlotte NC",2970,-80.94312583,35.21401111,-80.29055556,25.79325
"2985","Miami FL","Ft. Myers FL",2,-81.86325,26.58661111,-80.29055556,25.79325
"2986","Miami FL","Richmond VA",152,-77.52498667,37.4065375,-80.29055556,25.79325
"2987","Miami FL","New Orleans LA",1097,-90.08166667,29.95194444,-80.29055556,25.79325
"2988","Miami FL","Minneapolis MN",908,-93.21138889,45.145,-80.29055556,25.79325
"2989","Miami FL","Las Vegas NV",787,-115.1327708,35.97636444,-80.29055556,25.79325
"2990","Miami FL","Atlanta GA",6628,-84.42694444,33.64044444,-80.29055556,25.79325
"2991","Miami FL","Baltimore MD",929,-76.66819833,39.17540167,-80.29055556,25.79325
"2992","Miami FL","Eagle CO",43,-106.9176953,39.64256778,-80.29055556,25.79325
"2993","Miami FL","Phoenix AZ",366,-112.0825614,33.68831667,-80.29055556,25.79325
"2994","Miami FL","Nashville TN",731,-86.67818222,36.12447667,-80.29055556,25.79325
"2995","Miami FL","Dallas-Fort Worth TX",3350,-97.0372,32.89595056,-80.29055556,25.79325
"2996","Miami FL","Chicago IL",3476,-87.60791167,41.85884389,-80.29055556,25.79325
"2997","Miami FL","Houston TX",2735,-95.55277778,30.06186111,-80.29055556,25.79325
"2998","Miami FL","Memphis TN",785,-90.05397694,35.20069278,-80.29055556,25.79325
"2999","Miami FL","Columbus OH",469,-82.89188278,39.99798528,-80.29055556,25.79325
"3000","Miami FL","Charlotte Amalie VI",732,-64.97336111,18.33730556,-80.29055556,25.79325
"3001","Miami FL","Chantilly VA",575,-77.45580972,38.94453194,-80.29055556,25.79325
"3002","Miami FL","Philadelphia PA",2206,-75.24114083,39.87195278,-80.29055556,25.79325
"3003","Miami FL","Pittsburgh PA",174,-79.93016889,40.35440139,-80.29055556,25.79325
"3004","Miami FL","Louisville KY",366,-85.66372222,38.228,-80.29055556,25.79325
"3005","Midland TX","Las Vegas NV",366,-115.1327708,35.97636444,-102.2019139,31.94252778
"3006","Midland TX","Houston TX",1863,-95.55277778,30.06186111,-102.2019139,31.94252778
"3007","Midland TX","Dallas TX",1997,-96.80027778,32.77333333,-102.2019139,31.94252778
"3008","Midland TX","Dallas-Fort Worth TX",1777,-97.0372,32.89595056,-102.2019139,31.94252778
"3009","Midland TX","Albuquerque NM",367,-106.6091944,35.04022222,-102.2019139,31.94252778
"3010","Midland TX","Austin TX",470,-97.66987194,30.19453278,-102.2019139,31.94252778
"3011","Milwaukee WI","Windsor Locks CT",536,-72.68322833,41.93887417,-87.89658333,42.94722222
"3012","Milwaukee WI","Appleton WI",1032,-88.51947556,44.25740806,-87.89658333,42.94722222
"3013","Milwaukee WI","Boston MA",209,-71.00517917,42.3643475,-87.89658333,42.94722222
"3014","Milwaukee WI","Indianapolis IN",738,-86.29438056,39.83070944,-87.89658333,42.94722222
"3015","Milwaukee WI","Los Angeles CA",355,-118.4080744,33.94253611,-87.89658333,42.94722222
"3016","Milwaukee WI","Colorado Springs CO",1,-104.5698933,38.94574889,-87.89658333,42.94722222
"3017","Milwaukee WI","Dayton OH",609,-84.219375,39.90237583,-87.89658333,42.94722222
"3018","Milwaukee WI","Ft. Lauderdale FL",43,-80.15275,26.07258333,-87.89658333,42.94722222
"3019","Milwaukee WI","Pittsburgh PA",1083,-79.93016889,40.35440139,-87.89658333,42.94722222
"3020","Milwaukee WI","Raleigh NC",490,-78.78747222,35.87763889,-87.89658333,42.94722222
"3021","Milwaukee WI","Omaha NE",701,-96.11227778,41.196,-87.89658333,42.94722222
"3022","Milwaukee WI","Salt Lake City UT",5,-111.9777731,40.78838778,-87.89658333,42.94722222
"3023","Milwaukee WI","Las Vegas NV",530,-115.1327708,35.97636444,-87.89658333,42.94722222
"3024","Milwaukee WI","Cedar Rapids IA",1,-91.71087222,41.88458833,-87.89658333,42.94722222
"3025","Milwaukee WI","San Diego CA",106,-117.1395664,32.81573306,-87.89658333,42.94722222
"3026","Milwaukee WI","New York NY",592,-73.97208306,40.74260167,-87.89658333,42.94722222
"3027","Milwaukee WI","Baltimore MD",1290,-76.66819833,39.17540167,-87.89658333,42.94722222
"3028","Milwaukee WI","Ft. Myers FL",225,-81.86325,26.58661111,-87.89658333,42.94722222
"3029","Milwaukee WI","Denver CO",1587,-104.8492942,39.57012833,-87.89658333,42.94722222
"3030","Milwaukee WI","Dallas-Fort Worth TX",745,-97.0372,32.89595056,-87.89658333,42.94722222
"3031","Milwaukee WI","Des Moines IA",722,-93.66068222,41.53493306,-87.89658333,42.94722222
"3032","Milwaukee WI","Phoenix AZ",866,-112.0825614,33.68831667,-87.89658333,42.94722222
"3033","Milwaukee WI","Tampa FL",178,-82.53325,27.97547222,-87.89658333,42.94722222
"3034","Milwaukee WI","Covington KY",839,-84.6621725,39.04614278,-87.89658333,42.94722222
"3035","Milwaukee WI","Detroit MI",1742,-83.00986111,42.40919444,-87.89658333,42.94722222
"3036","Milwaukee WI","St Louis MO",321,-90.50830417,38.72752,-87.89658333,42.94722222
"3037","Milwaukee WI","Grand Rapids MI",1244,-85.52276778,42.88081972,-87.89658333,42.94722222
"3038","Milwaukee WI","Green Bay WI",774,-88.12959,44.48507333,-87.89658333,42.94722222
"3039","Milwaukee WI","Louisville KY",257,-85.66372222,38.228,-87.89658333,42.94722222
"3040","Milwaukee WI","Columbus OH",1054,-82.89188278,39.99798528,-87.89658333,42.94722222
"3041","Milwaukee WI","San Francisco CA",115,-122.3748433,37.61900194,-87.89658333,42.94722222
"3042","Milwaukee WI","Orlando FL",831,-81.43708333,28.28980556,-87.89658333,42.94722222
"3043","Milwaukee WI","Birmingham AL",1,-86.75354972,33.56294306,-87.89658333,42.94722222
"3044","Milwaukee WI","Atlanta GA",3610,-84.42694444,33.64044444,-87.89658333,42.94722222
"3045","Milwaukee WI","NA NA",356,-117.278727,33.127231,-87.89658333,42.94722222
"3046","Milwaukee WI","Chicago IL",3400,-87.60791167,41.85884389,-87.89658333,42.94722222
"3047","Milwaukee WI","Madison WI",1293,-89.18553833,43.10491444,-87.89658333,42.94722222
"3048","Milwaukee WI","Memphis TN",744,-90.05397694,35.20069278,-87.89658333,42.94722222
"3049","Milwaukee WI","Arlington VA",122,-77.03772222,38.85208333,-87.89658333,42.94722222
"3050","Milwaukee WI","Mosinee WI",285,-89.66677944,44.77761917,-87.89658333,42.94722222
"3051","Milwaukee WI","Philadelphia PA",774,-75.24114083,39.87195278,-87.89658333,42.94722222
"3052","Milwaukee WI","Seattle WA",121,-122.3019561,47.52998917,-87.89658333,42.94722222
"3053","Milwaukee WI","Kansas City MO",3,-94.71390556,39.29760528,-87.89658333,42.94722222
"3054","Milwaukee WI","Newark NJ",2523,-74.16866056,40.69249722,-87.89658333,42.94722222
"3055","Milwaukee WI","Houston TX",1673,-95.55277778,30.06186111,-87.89658333,42.94722222
"3056","Milwaukee WI","Minneapolis MN",3619,-93.21138889,45.145,-87.89658333,42.94722222
"3057","Milwaukee WI","Muskegon MI",263,-86.23822306,43.16948806,-87.89658333,42.94722222
"3058","Milwaukee WI","Cleveland OH",2226,-81.68333333,41.5175,-87.89658333,42.94722222
"3059","Milwaukee WI","Charlotte NC",243,-80.94312583,35.21401111,-87.89658333,42.94722222
"3060","Milwaukee WI","Nashville TN",772,-86.67818222,36.12447667,-87.89658333,42.94722222
"3061","Milwaukee WI","Flint MI",838,-83.74345639,42.96550333,-87.89658333,42.94722222
"3062","Minneapolis MN","Albuquerque NM",677,-106.6091944,35.04022222,-93.21138889,45.145
"3063","Minneapolis MN","Duluth MN",1292,-92.19364861,46.84209028,-93.21138889,45.145
"3064","Minneapolis MN","Boise ID",807,-116.2227778,43.56444444,-93.21138889,45.145
"3065","Minneapolis MN","Salt Lake City UT",2191,-111.9777731,40.78838778,-93.21138889,45.145
"3066","Minneapolis MN","Harrisburg PA",197,-76.85147222,40.21713889,-93.21138889,45.145
"3067","Minneapolis MN","Rapid City SD",877,-103.0573708,44.04532139,-93.21138889,45.145
"3068","Minneapolis MN","Indianapolis IN",1700,-86.29438056,39.83070944,-93.21138889,45.145
"3069","Minneapolis MN","Wichita KS",714,-97.22113889,37.74755556,-93.21138889,45.145
"3070","Minneapolis MN","Ft. Lauderdale FL",475,-80.15275,26.07258333,-93.21138889,45.145
"3071","Minneapolis MN","Tulsa OK",717,-95.984635,36.0396275,-93.21138889,45.145
"3072","Minneapolis MN","Madison WI",1439,-89.18553833,43.10491444,-93.21138889,45.145
"3073","Minneapolis MN","Des Moines IA",1012,-93.66068222,41.53493306,-93.21138889,45.145
"3074","Minneapolis MN","Anchorage AK",826,-149.9961856,61.17432028,-93.21138889,45.145
"3075","Minneapolis MN","Oklahoma City OK",617,-97.82354556,35.4880825,-93.21138889,45.145
"3076","Minneapolis MN","Raleigh NC",726,-78.78747222,35.87763889,-93.21138889,45.145
"3077","Minneapolis MN","Covington KY",1745,-84.6621725,39.04614278,-93.21138889,45.145
"3078","Minneapolis MN","Milwaukee WI",3464,-87.89658333,42.94722222,-93.21138889,45.145
"3079","Minneapolis MN","Houston TX",2466,-95.55277778,30.06186111,-93.21138889,45.145
"3080","Minneapolis MN","Chicago IL",11164,-87.60791167,41.85884389,-93.21138889,45.145
"3081","Minneapolis MN","Appleton WI",90,-88.51947556,44.25740806,-93.21138889,45.145
"3082","Minneapolis MN","Great Falls MT",196,-111.3706853,47.48200194,-93.21138889,45.145
"3083","Minneapolis MN","Hayden CO",112,-107.2176597,40.48118028,-93.21138889,45.145
"3084","Minneapolis MN","Arlington VA",2199,-77.03772222,38.85208333,-93.21138889,45.145
"3085","Minneapolis MN","San Diego CA",1333,-117.1395664,32.81573306,-93.21138889,45.145
"3086","Minneapolis MN","Greensboro NC",365,-79.9372975,36.09774694,-93.21138889,45.145
"3087","Minneapolis MN","Lincoln NE",106,-96.75925,40.85097222,-93.21138889,45.145
"3088","Minneapolis MN","Bismarck ND",1052,-100.7467222,46.77411111,-93.21138889,45.145
"3089","Minneapolis MN","Richmond VA",340,-77.52498667,37.4065375,-93.21138889,45.145
"3090","Minneapolis MN","Rochester NY",136,-77.67238389,43.11886611,-93.21138889,45.145
"3091","Minneapolis MN","Kalamazoo MI",245,-85.5520575,42.234875,-93.21138889,45.145
"3092","Minneapolis MN","St Louis MO",1696,-90.50830417,38.72752,-93.21138889,45.145
"3093","Minneapolis MN","Cedar Rapids IA",416,-91.71087222,41.88458833,-93.21138889,45.145
"3094","Minneapolis MN","Phoenix AZ",3508,-112.0825614,33.68831667,-93.21138889,45.145
"3095","Minneapolis MN","Fayetteville/Springdale/Rogers AR",676,-94.30681111,36.28186944,-93.21138889,45.145
"3096","Minneapolis MN","Tampa FL",1005,-82.53325,27.97547222,-93.21138889,45.145
"3097","Minneapolis MN","Knoxville TN",365,-83.87365389,35.96383361,-93.21138889,45.145
"3098","Minneapolis MN","Mosinee WI",13,-89.66677944,44.77761917,-93.21138889,45.145
"3099","Minneapolis MN","Hancock MI",318,-88.48906083,47.16841722,-93.21138889,45.145
"3100","Minneapolis MN","Detroit MI",4947,-83.00986111,42.40919444,-93.21138889,45.145
"3101","Minneapolis MN","Los Angeles CA",2392,-118.4080744,33.94253611,-93.21138889,45.145
"3102","Minneapolis MN","Green Bay WI",1431,-88.12959,44.48507333,-93.21138889,45.145
"3103","Minneapolis MN","Tucson AZ",439,-111.1728611,32.14308333,-93.21138889,45.145
"3104","Minneapolis MN","Windsor Locks CT",986,-72.68322833,41.93887417,-93.21138889,45.145
"3105","Minneapolis MN","Columbus OH",1076,-82.89188278,39.99798528,-93.21138889,45.145
"3106","Minneapolis MN","Little Rock AR",157,-92.22424556,34.72939611,-93.21138889,45.145
"3107","Minneapolis MN","Miami FL",907,-80.29055556,25.79325,-93.21138889,45.145
"3108","Minneapolis MN","Rochester MN",817,-92.49798722,43.90882639,-93.21138889,45.145
"3109","Minneapolis MN","Jackson WY",117,-110.7377389,43.60732417,-93.21138889,45.145
"3110","Minneapolis MN","Fargo ND",1743,-96.81498889,46.91934889,-93.21138889,45.145
"3111","Minneapolis MN","Providence RI",6,-71.42822111,41.72399917,-93.21138889,45.145
"3112","Minneapolis MN","Grand Rapids MI",1516,-85.52276778,42.88081972,-93.21138889,45.145
"3113","Minneapolis MN","Charleston SC",27,-80.04050583,32.89864639,-93.21138889,45.145
"3114","Minneapolis MN","La Crosse WI",434,-91.25653778,43.87937972,-93.21138889,45.145
"3115","Minneapolis MN","Sioux City IA",122,-96.38436694,42.40260333,-93.21138889,45.145
"3116","Minneapolis MN","Chantilly VA",712,-77.45580972,38.94453194,-93.21138889,45.145
"3117","Minneapolis MN","Bangor ME",11,-68.82813889,44.80744444,-93.21138889,45.145
"3118","Minneapolis MN","Springfield MO",360,-93.38685806,37.24432611,-93.21138889,45.145
"3119","Minneapolis MN","Pittsburgh PA",1050,-79.93016889,40.35440139,-93.21138889,45.145
"3120","Minneapolis MN","Colorado Springs CO",450,-104.5698933,38.94574889,-93.21138889,45.145
"3121","Minneapolis MN","Ft. Myers FL",647,-81.86325,26.58661111,-93.21138889,45.145
"3122","Minneapolis MN","Traverse City MI",347,-85.582235,44.74144472,-93.21138889,45.145
"3123","Minneapolis MN","Eagle CO",112,-106.9176953,39.64256778,-93.21138889,45.145
"3124","Minneapolis MN","Grand Forks ND",1371,-97.17611111,47.949255,-93.21138889,45.145
"3125","Minneapolis MN","Minot ND",1085,-101.2803339,48.25937778,-93.21138889,45.145
"3126","Minneapolis MN","San Antonio TX",191,-98.46977778,29.53369444,-93.21138889,45.145
"3127","Minneapolis MN","Sacramento CA",810,-121.2975908,38.55389694,-93.21138889,45.145
"3128","Minneapolis MN","International Falls MN",72,-93.40306667,48.56618722,-93.21138889,45.145
"3129","Minneapolis MN","Myrtle Beach SC",27,-78.92833333,33.67975,-93.21138889,45.145
"3130","Minneapolis MN","Kalispell MT",210,-114.2550694,48.31140472,-93.21138889,45.145
"3131","Minneapolis MN","Austin TX",55,-97.66987194,30.19453278,-93.21138889,45.145
"3132","Minneapolis MN","Dayton OH",692,-84.219375,39.90237583,-93.21138889,45.145
"3133","Minneapolis MN","Honolulu HI",366,-157.9224072,21.31869111,-93.21138889,45.145
"3134","Minneapolis MN","Jacksonville FL",200,-81.80594722,30.27778889,-93.21138889,45.145
"3135","Minneapolis MN","Baltimore MD",974,-76.66819833,39.17540167,-93.21138889,45.145
"3136","Minneapolis MN","Buffalo NY",227,-78.71658528,42.86200306,-93.21138889,45.145
"3137","Minneapolis MN","Albany NY",57,-73.80297861,42.74811944,-93.21138889,45.145
"3138","Minneapolis MN","Missoula MT",189,-114.0905556,46.91630556,-93.21138889,45.145
"3139","Minneapolis MN","Fort Wayne IN",241,-85.19514639,40.97846583,-93.21138889,45.145
